route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
043-154,1411-Collier-Saturday-71,50217-1238236,Outbound-BAILEY TO BOGGS AVENUE,0,043 -098,0430026
043-154,1411-Collier-Saturday-71,50218-1238246,Outbound-BAILEY TO BOGGS AVENUE,0,043 -099,0430026
043-154,1411-Collier-Saturday-71,50219-1238246,Outbound-BAILEY TO BOGGS AVENUE,0,043 -099,0430026
040-154,1411-Collier-Saturday-71,50249-1238200,Inbound-MOUNT WASHINGTON TO DOWNTOWN-PENN STATION,1,040 -078,0400035
040-154,1411-Collier-Saturday-71,50268-1238200,Outbound-MOUNT WASHINGTON DUQUESNE HEIGHTS,0,040 -078,0400034
039-154,1411-Collier-Saturday-71,63239-1238187,Outbound-BROOKLINE,0,039 -073,0390033
039-154,1411-Collier-Saturday-71,63240-1238218,Outbound-BROOKLINE,0,039 -074,0390033
039-154,1411-Collier-Saturday-71,63241-1238218,Outbound-BROOKLINE,0,039 -074,0390033
039-154,1411-Collier-Saturday-71,63242-1238218,Outbound-BROOKLINE,0,039 -074,0390033
039-154,1411-Collier-Saturday-71,63243-1238290,Outbound-BROOKLINE,0,039 -075,0390033
039-154,1411-Collier-Saturday-71,63244-1238290,Outbound-BROOKLINE,0,039 -075,0390033
039-154,1411-Collier-Saturday-71,63245-1238290,Outbound-BROOKLINE,0,039 -075,0390033
039-154,1411-Collier-Saturday-71,63246-1238292,Outbound-BROOKLINE,0,039 -076,0390033
039-154,1411-Collier-Saturday-71,63247-1238292,Outbound-BROOKLINE,0,039 -076,0390033
039-154,1411-Collier-Saturday-71,63248-1238292,Outbound-BROOKLINE,0,039 -076,0390033
039-154,1411-Collier-Saturday-71,63249-1238266,Outbound-BROOKLINE,0,039 -077,0390033
039-154,1411-Collier-Saturday-71,63250-1238187,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -073,0390028
039-154,1411-Collier-Saturday-71,63251-1238187,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -073,0390028
039-154,1411-Collier-Saturday-71,63252-1238218,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -074,0390028
039-154,1411-Collier-Saturday-71,63253-1238218,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -074,0390028
039-154,1411-Collier-Saturday-71,63254-1238218,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -074,0390028
039-154,1411-Collier-Saturday-71,63255-1238290,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -075,0390028
039-154,1411-Collier-Saturday-71,63256-1238290,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -075,0390028
039-154,1411-Collier-Saturday-71,63257-1238290,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -075,0390028
039-154,1411-Collier-Saturday-71,63258-1238292,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -076,0390028
039-154,1411-Collier-Saturday-71,63259-1238292,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -076,0390028
039-154,1411-Collier-Saturday-71,63260-1238292,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -076,0390028
039-154,1411-Collier-Saturday-71,63261-1238266,Inbound-BROOKLINE TO DOWNTOWN-PENN STATION,1,039 -077,0390028
039-154,1411-Collier-Saturday-71,63265-1238266,Outbound-BROOKLINE,0,039 -077,0390033
048-154,1411-Collier-Saturday-71,63935-1238204,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -105,0480092
048-154,1411-Collier-Saturday-71,63936-1238202,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -106,0480092
048-154,1411-Collier-Saturday-71,63937-1238203,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -107,0480092
048-154,1411-Collier-Saturday-71,63938-1238204,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -105,0480092
048-154,1411-Collier-Saturday-71,63939-1238202,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -106,0480092
048-154,1411-Collier-Saturday-71,63940-1238203,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -107,0480092
048-154,1411-Collier-Saturday-71,63941-1238204,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -105,0480092
048-154,1411-Collier-Saturday-71,63942-1238279,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -108,0480092
048-154,1411-Collier-Saturday-71,63943-1238308,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -109,0480092
048-154,1411-Collier-Saturday-71,63944-1238306,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -110,0480092
048-154,1411-Collier-Saturday-71,63945-1238279,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -108,0480092
048-154,1411-Collier-Saturday-71,63946-1238308,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -109,0480092
048-154,1411-Collier-Saturday-71,63947-1238306,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -110,0480092
048-154,1411-Collier-Saturday-71,63948-1238279,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -108,0480092
048-154,1411-Collier-Saturday-71,63949-1238308,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -109,0480092
048-154,1411-Collier-Saturday-71,63950-1238306,Inbound-ARLINGTON-SOUTH SIDE WORKS TO DOWNTOWN,1,048 -110,0480092
