NAME,LAT,LONG
VOCATIONAL TECHNICAL SCHOOL,40.347392,-79.833473
WALGREENS - CRAFTON/INGRAM,40.438977,-80.073027
WALGREENS - EAST LIBERTY,40.459228,-79.927469
WALGREENS - HEIDELBERG,40.387315,-80.093395
WALGREENS - HOMESTEAD,40.406000,-79.912214
WALGREENS - MCCANDLESS,40.587563,-80.027842
WALGREENS - MCKNIGHT ROAD/ROSS,40.530557,-80.010502
WALGREENS - MOON TWP,40.516976,-80.221438
WALGREENS - NORTH BESSEMER,40.484970,-79.817798
WALGREENS - OAKMONT,40.525504,-79.840602
WALGREENS - PENN HILLS,40.460387,-79.842395
WALGREENS - PLEASANT HILLS,40.344248,-79.971992
WALGREENS - POINT BREEZE,40.447132,-79.895168
WALGREENS - SALTSBURG RD,40.484970,-79.817798
WALGREENS - UPPER ST CLAIR,40.347013,-80.055058
WALL (WALL AVE + NEGLEY AVE),40.394006,-79.785878
WALLACE AVE CHILD CARE CENTER,40.443548,-79.881466
WALMART - HEIDELBERG,40.387315,-80.093395
WALMART - NORTH VERSAILLES,40.386556,-79.823015
WALMART - ROBINSON,40.448609,-80.176399
WALMART - THE POINTE,40.448327,-80.176596
WALMART - WATERWORKS PLAZA,40.487872,-79.891559
WALMART - WEST MIFFLIN,40.344027,-79.944858
WARRINGTON POOL,40.421143,-80.000806
WASHINGTON ELEMENTARY BRIDGEVILLE,40.356317,-80.110361
WASHINGTON ELEMENTARY SCHOOL,40.472137,-79.791047
WASHINGTON GARDENS,40.402307,-80.083117
WASHINGTON JUNCTION STATION,40.353549,-80.028112
WASHINGTON MIDDLE SCHOOL,40.469101,-79.964480
WASHINGTON PLAZA,40.440906,-79.986052
WATERFRONT,40.411254,-79.913330
WATERWORKS CHILD DEVELOPMENT CENTER,40.489508,-79.903559
WATERWORKS CINEMAS,40.489022,-79.894346
WATERWORKS PLAZA,40.487872,-79.891559
WATSON INSTITUTE - FRIENDSHIP ACADEMY,40.460683,-79.932423
WEBSTER HALL,40.446926,-79.950902
WEE CARE CHILDRENS CENTER,40.384361,-80.071813
WEIL ELEMENTARY,40.444611,-79.974287
WEST END (STEUBEN ST + SANCTUS ST),40.442400,-80.033406
WEST LIBERTY CLASSICAL ACADEMY,40.403384,-80.009392
WEST LIBRARY STOP,40.294225,-80.029819
WEST MIFFLIN GARAGE,40.362455,-79.930256
WEST MIFFLIN MIDDLE SCHOOL,40.345029,-79.924277
WEST OAKLAND,40.440207,-79.965237
WEST PENN HOSPITAL,40.460976,-79.946325
WEST PENN POOL,40.455260,-79.969936
WEST SIDE,40.448782,-80.081871
WEST VIEW PLAZA,40.517360,-80.033256
WESTERN PA MONTESSORI SCHOOL,40.559867,-79.969706
WESTERN PENITENTIARY,40.470696,-80.039569
WESTERN PENNSYLVANIA SCHOOL FOR DEAF,40.434135,-79.882898
WESTFIELD STOP,40.410719,-80.020348
WESTIN CONVENTION CENTER,40.444290,-79.995164
WESTINGHOUSE BUILDING,40.438832,-80.006027
WESTINGHOUSE HIGH SCHOOL,40.460817,-79.900207
WESTINGHOUSE HIGH SCHOOL CHILD CARE,40.460817,-79.900207
WEST PITTSBURGH PARTNERSHIP,40.440509,-80.034302
WESTWOOD ELEMENTARY,40.431838,-80.050008
WESTWOOD POOL,40.433590,-80.050542
WHARTON SQUARE,40.431290,-79.977280
WHITE OAK SCHOOL,40.348381,-79.813681
WHITED STOP,40.395681,-79.999802
WHITEHALL ELEMENTARY,40.352541,-79.992880
WHITES MEMORIAL CHAPEL - FUNERAL HOME,40.450922,-79.900092
WHITTIER ELEMENTARY,40.432754,-80.020794
WHOLE FOODS - CENTRE AVENUE,40.458740,-79.929022
WHOLEY'S,40.449708,-79.986079
WILKINSBURG HIGH SCHOOL,40.444005,-79.882855
WILKINSBURG MIDDLE SCHOOL,40.443548,-79.881466
WILKINSBURG SENIOR CENTER,40.405121,-79.911035
WILKINSBURG STATION,40.446014,-79.888202
WILLIAM PENN ELEMENTARY,40.299248,-80.045451
WILLOW HAVEN,40.378653,-79.980697
WILLOW STATION,40.365376,-80.026182
WILMERDING (STATION ST + WESTINGHOUSE ST,40.393272,-79.809699
WKST - 96.1 KISS FM RADIO,40.421160,-80.049838
WOOD STREET COMMONS,40.438385,-80.001188
WOOD STREET STATION,40.442326,-79.999618
WOODLAND HILLS HIGH SCHOOL,40.437670,-79.853840
WOOLSLAIR ELEMENTARY,40.463250,-79.957284
WPXI,40.494295,-80.008821
WQED,40.446913,-79.943236
WQED - 89.3 FM RADIO,40.446913,-79.943236
WRRK - 96.9 "BOB" FM RADIO,40.441449,-79.997735
WTAE,40.435645,-79.871507
WYLAND ELEMENTARY,40.562380,-79.977236
WYNDHAM GARDEN HOTEL,40.439780,-79.959437
WYNDHAM GRAND HOTEL,40.441523,-80.006434
WZPT - 100.7 STARR FM RADIO,40.421708,-80.061508
YMCA - ALLEGHENY PROGRAM CENTER,40.454142,-80.013623
YMCA - AVONWORTH ELEMENTARY,40.540419,-80.095101
YMCA - BANKSVILLE ELEMENTARY,40.408393,-80.037294
YMCA - BELLEVUE ELEMENTARY,40.495180,-80.054772
YMCA - BROOKS ELEMENTARY,40.498293,-80.174378
YMCA - BURCHFIELD ELEMENTARY,40.547314,-79.943371
YMCA - CENTRE AVENUE PROGRAM,40.447102,-79.967491
YMCA - DOWNTOWN,40.437966,-80.001069
YMCA - DUQUESNE UNIVERSITY,40.438010,-79.993321
YMCA - EDGEWOOD PRIMARY SCHOOL,40.431940,-79.881587
YMCA - FORBES ELEMENTARY,40.483367,-79.823023
YMCA - FOX CHAPEL HIGH SCHOOL,40.518108,-79.869298
YMCA - HEBRON ELEMENTARY SCHOOL,40.459033,-79.826314
YMCA - HOSACK ELEMENTARY,40.570724,-80.002745
YMCA - HYDE ELEMENTARY,40.524956,-80.198053
YMCA - J A ALLARD ELEMENTARY SCHOOL,40.534366,-80.210769
YMCA - LINTON JR HIGH SCHOOL,40.483860,-79.814598
YMCA - MCKNIGHT ELEMENTARY,40.570535,-80.029397
YMCA - MOSSIDE MIDDLE SCHOOL,40.433976,-79.753263
YMCA - NORTH HILLS PROGRAM CENTER,40.586256,-80.043556
YMCA - OHARA ELEMENTARY,40.516916,-79.864027
YMCA - PIVIK ELEMENTARY,40.493802,-79.750564
YMCA - ROGERS ELEMENTARY,40.538871,-79.984275
YMCA - ROOSEVELT ELEMENTARY,40.397325,-79.988061
YMCA - ROSS ELEMENTARY,40.526285,-80.002599
YMCA - SEWICKLEY VALLEY,40.542724,-80.180101
YMCA - THADDEUS STEVENS ELEMENTARY,40.443249,-80.041717
YMCA - WEST VIEW ELEMENTARY,40.521412,-80.033716
YMCA - WESTWOOD ELEMENTARY,40.431836,-80.050008
YOUNGS DAYCARE CENTER,40.461042,-79.863067
YWCA - DOWNTOWN PITTSBURGH,40.439328,-80.001663
YWCA - HOMEWOOD BRUSHTON,40.458115,-79.903762
ZOO,40.484622,-79.922095
